content,title
평일 오전에는 엄청 피곤해서 비실 거리다 오후 되면 거짓말 같이 살아 나서 밤늦게까지는 상태가 괜찮아서 집안일도 하고 운동 하구요 또 주말만 되면 평일과 다르게 하루종일 엄청 피곤함을 느끼네요 저같은 분 계시나요?   ,제 몸이 이상해요ㅜ
저는 아직 생리는 25일 주기로 매달 꼬박꼬박 하고 있어요 30일 주기였는데 5일 빨라 져서 25일 주기로  하네요 전 여태껏 갱년기에 대해서 별루 걱정 안하고 살았네요 우갱까페 가입 하면서 갱년기 되면 많이 힘들단 말을  접했었네요  그동안은 갱년기 말만 들었지 상세히 신경도 안쓰고 살았네요 갱년기 겪으신분들 실제로 갱년기되면 어떤 힘든점이 있나요? 모르는것 보단 미리 알고 대비하면 좋을것 같아서요  미리 감사 드립니다~^^,갱년기 증상에 대해 궁금해서요~~
말로만 듣던 주부습진 걸리니 일이하기싫고 우울하네요~~물만되면 손이따갑고ㅠ장갑껴도 땀이 나는지 따갑고ㅠ좋은 치료 방버있을까요?,안녕하세요?주부습진요ㅠㅠ
오죽하면 산부인과 가서 그만하는 약이나 주사 없냐고폐경 후에 오는 여러 질병이나 불편함을 감수하고라도 너무 싫네요내성 생긴 약들은 갯수가 늘어가죠중학교때 게보린 부터해서 현재는 시작날부터 여섯알을 먹습니다쭉 생리양도 많고요특대형을 낮이고 밤이고생리통만이냐아뇨배란통까지 죽어나네요자궁이 아래로 빠질것같은 느낌이라땡겨서 잘 걷지도 못한다는꼭 무슨 맹장 터지기 직전처럼허리고 배고 아작납니다배란통 생리통 생리전증후군까지 하면한달 말짱히 개운한 날이 별로 안되어요이제 머지않아 마흔여덟저 아직 멀었을까요주기가 1주일씩 앞당겨지기도 하고한달에 두번 하기도 하고쌤은 보통 빨라지다가 폐경이 온다고는 하시던데여자로서의 상실감은 커녕 현재로선 너무 반갑게 맞이할것만 같은 '폐경'을 기다려봅니다,생리통 지겹네요
친정식구들 만나서 같이 쇼핑하고 차 마시고 헤어져 집으로 가는길입니다.완벽한장롱면허라서 9살 딸아이 데리고 뚜벅이로 다닙니다.원래는 땀이 안 나는 체질이었는데..작년 여름부터 땀이 줄줄 ~ㅠ오늘 오랫만에 만난 초식남 남동생이 하는말이왠 땀을 그리 흘리냐고~결혼도 아직 안했고 지 누나 나이 들어 몸 변화 모르니 선선한 날씨에 혼자서만 반팔 원피스 입고서 땀 뻘뻘 흘리는 모습이 보기에 불편했나봐요 ㅠㅜ제가 웃으면서 말했죠~누나 나이가 이제 그럴때 됐다고 ㅋㅋ폐경이 다가오니 그런가보다 ㅋㅋ얼굴색이 안 좋아서 화장하고 나오긴 하는데 하도 땀을 흘리니 화장이 다 들뜨고 아주 웃깁니다 ㅋㅋ제 9살 딸아이도 늘 땀을 안 흘린다고 이상해 하던 엄마가 갑자기 땀을 줄줄 흘리니 신기해 합니다 ㅋㅋ정말 겨울에도 이리 땀이 날건지ㅜㅜ가끔씩 프리랜서로 일하는데저 혼자 땀뻘뻘 흘려서 다른분들 보기에 민망합니다ㅠㅠ조금만 움직여도 땀이 나니원래는 추위타고 한 여름에도 선풍기도 안 틀던 체질이었는데살은 엄청 찌고 더위는 참을만한데흐르는 땀 때문에 정신을 못 차리겠네요ㅜㅠ.일하느라 어쩌다이마타고 흐르는 땀이 눈으로 쏙 들어갈때면 아프기까지 ㅠㅠ땀을 수시로 닦아줘야 한다는ㅜㅜ선선한 날씨에도 이러니 참 뭐랄까~웃픈현실입니다ㅠㅠ이마엔 땀띠가ㅜㅜ이런 증상이 얼마나 갈려는지 기대됩니다 ㅋㅋ웃고 살아야지요^^우갱친구님들께 속풀이 하니 땀이 좀 식는거 같아요 ㅎㅎ즐건 토욜 오후 보내셔요~~~,이 날씨에도 땀이 줄줄ㅠㅠ
이시간에 잠이깨 꼬박세운지도 1년이 다되어가네요혈액순환이 안되어 검색중온열돔이 있던데 사용해보신분 계시면어떠신지요?혈액순환에 도움이되는또다른 방법도 알려주세요,혈액순환이 안될때
요 며칠 미열이 나요.화끈거리는 증상은 없고요. .갱년기때 열이 나는 것과 미열 과는 어떻게 구분될까요?감기도 아닌데 미열이 나니 이상해요ㅜㅜ,미열
,엉덩이가 너무 시려요
감기때문에 병원 간김에ᆢ마트가 옆에있길래 ᆢ잠깐들렀네요~감기걸린이후로 보름간잠깐 밥먹으러나간거빼고는집에만 있어서 요레심할줄 모르고ᆢ세상에 ᆢㅠㅠ열이오르고 ᆢ땀이줄줄흐르고ᆢ이쁜옷좀사려했드만 ~~휴 ~~운동좀하려고 모자도샀는데ᆢ이리땀이나면운동어떻게하나요?우갱님들들도 이러시나요?구경이고 뭐고 하나도 못하겠 드라구요저녁늦어 남편오기전에 집와서양배추샐러드한다고 채칼에 손썰고ᆢㅠ몸이이러니 정신이 하나도 없어 그만 ᆢ손톱과살이 쓸려나갔네요 머리가 멍하네요 ~ 속상하네요 ᆢ 에고 그래도 남편이 대일밴드 붙여줬네요~,오늘 마트 갔다가ᆢㅠ
오늘 왜이렇게 기운이 없는지 힘드네요~  요즘 밥맛없어 밥은 먹되 맛있는줄 모르겠고 계란하고 포도 사과 이런것들로 끼니 때웠더니 나이가 있는지라 기운이 딱 가라앉네요~  학원와서 크림빵2개에 커피믹스 2개먹고 기운차렸는데 속이 쓰리네요~,뭘 먹어야 기운이 솟을까요?
"가을이라 면역력저하 될수 있단거 알고는 있지만,특별히 한 일도 없는데 혀 갈라짐 생겼어요ㅠㅠ고작 걷기 운동한게 다인데이런 저질체력ㅠㅜ아~!몸이 왜 이러는지 ㅜㅜ다이어트한다고 요즘 덜 먹었더니 이렇게  나타나는건지 다시 챙겨 먹고 기운내야겠어요~^^살짝 우울감 들지만 그래도 9살 딸아이 생각해서 다시 화이팅~!해봅니다~즐거운 저녁시간 보내셔요~~~",별일 안했는데 혀 갈라짐ㅜㅜ
47세에  폐경되면  빠른건가요?주변에  아직  아무도  없는것 같은데....슬퍼요ㅠㅠ,47세에...
알약이든 영양제든 먹는 걸 귀찮아해서 지금 안 먹는데 꼭 먹어야 하나요?,폐경후 호르몬제는 꼭 먹어야 하나요?
어느순간부터 잠깐씩 발바닥 발바닥에 발꼬락 부분이 달궈진 솥뚜껑위에 올려논거마냥 진득하니 뜨거운데ᆢ이것도 갱년기 증상일까요?애기가 어려서 더 늙는게 두려운 1인 입니다ㅠㅠ,질문이에요^^
몇년만에 운전면허증 갱신하느라증명 사진을 찍었어요ㅠ폰 사진으로 찍을땐 환하게 웃기도 하고 각도 조절도 해가며 찍어서 그런가 잘 몰랐는데오늘 사진을 받고 너무  늙은 모습에  깜짝 놀랬어요평소에 안경을 쓰는데조금이라도 인상이 부드러워 보일까 안경을 벗고 찍었는데 그래서 더 그런가축 쳐진 눈이 돌아가신 할머니를 닮았더라고요아~차라리 안경 쓰고 찍을걸내 얼굴에 할머니 모습이 보이는것도  첨 알았고 이렇게 늙어 보이는것도 첨 알았네요돈 아까워 다시 찍을순 없고사진 쳐다보고 싶지 않네요,오랜만에 증명 사진을 찍었어요
"아무래도 이증상 홧병같아요;;;   가슴이 답답하고명치가 아프고 두근거리고 어지럽고 깊은 한숨이 자주나오고 밤마다 알콜을 찾고 새벽두세시에 깨서 비몽사몽하다가 잠들고 아침까지 몽롱한,,,,, 주변사람들이 다 밉고 원망스럽고,,,,  이렇게 사는게 무슨 의미인가싶고,,,,  우울증일까요? 홧병? 가슴두근거림이 요며칠 심해지는거같아요 알콜중독초기일까요?",홧병
자꾸 이런게 생겨요 잘 안보이시겠지만 코에 하얀게 눈밑에도 이마에도 생겨요 자꾸 (눈썹 밑에는 점 빼니 남았구요),얼굴에 이게 뭐예요
아침에 찬바람 쑀다고 바로 감기왔어요ㅜ전엔 정말 감기 한번 안걸렸는데 2년전부터인가는 자주 걸리고 아파도 잘 안나아요ㅜ이게 늙는건가요?몸이 나이 드는걸 말해주니 서글퍼져요스트레스가 많으면 바로 아프기도 하고ㅜ전에는 건강과 정신도 강하다고 자부했는데이젠 다 약한 아줌마일뿐ㅜㅜ,시원해서 살것같다 했더니
심리적으로 훅 꺾이는듯여긴 어디 난 누구 ~~이러면서 멘붕에서 간신히 벗어났는데요몸의 근육 긴장이 풀리지 않아서 며칠고생하다 마사지 받았더니좋네요꺾이는 싯점 받아드리고 스스로를 돌봐야는 시기가 좋고도 슬쩍 씁슬도 해요,늙는것도 안쉽네요
"정말 가을이 싫어요 ㅠ눈, 코 환절기 알러지로 찬바람만 불면 넘넘 간지러워요. 새벽에 콧물도 흐르고 ㅠ아예 추워지면 괜찮은데~~몸이 변화를 싫어하는지,,, 안약 넣어도 간지럽고그냥 여름만 쭉 있었음 좋겠어요 ㅎ",가을 싫어요 ㅠ
제가 요즘 제 기분을 조절하기가 어렵네요 ㅠ,갱년기 증상. 폐경기 증상땜에 이혼한 경우도 있나요?
머리카락이 너무 빠져서계속 고민하다가피부과에 가니탈모진행이 된지 오래되었다고대학병원가서 검사를 하래요ㅜㅜ여성탈모는 보험처리가 안되니원형탈모로 써 주겠다고검사하면 무슨 영양분이 부족하거나그렇게 나오는데 약 먹으면 괜찮아 질거라고어제는 벌초간다고 머리 드라이기로말리면서 울었어요-.-;;바닥에 떨어진 머리카락이 너무 많아서그리고 간김에 목에 뭔가 자꾸 나길래편평사마귀라고저는 몇개인데남편은 목.가슴팍 덮어썼드라구요전 가려운데 남편은 안 가렵다고ㅜㅜ아무래도 남편에게 옮은것 같아요울 영감 손가락도 한번씩 가려워서무슨 연고바르던데ㅜㅜ자기는 면역이 쎄니 죽을병 아니라고괜찮타 하는데면역이 약한 저는 찝찝하고 죽을맛입니다이남자랑 살아서 이런병도 옮는구나이런 생각에 각방 쓰고 싶네요편평사마귀 제거하는데 백만원 든다네요ㅜㅜ실비도 안되고 미용상 목적이라고이 무신ㅜㅜ난 가렵고 이틀이 멀다하고 손이 갑니다더 이상 놓아두면 보기에 흉할정도로표시도 나고 그렇겠지요지금은 잘 표시가 안나서 모르지만전 알아요아...짜증만 나네요인유두종인지 뭔지 그 바이러스인자땜에이런 사마귀들이 생긴다하는데면역이 약하면 표시가 난다고 하네요온몸을 소독기에 담궈 버리고 싶네요 ㅜㅜ혹시 편평사마귀 치료해 보신분 있으신가요?진짜로 재발 잘 하나요피부과쌤도 제거했는데다시 났다고 하시드라구요-.-연장 가지고 있는 의사도 그런데...,피부과에 갔는데 대학병원 가보래요
아는 언니가 47세인데 늘 동안으로 참 예뻤어요..어제 몇달만에 봤는데 언니가 확 늙은거예요..뭔가 얼굴도 쳐진거같고 머리숱도 없어보이는거같고 몇 달전에 봤을때만해도 참 이 언니는 안 늙는다 했는데 세월엔 장사가 없나봐요ㅜㅜ예쁘던 언니가 늙으니 저도 곧 일거같아  속상하네요ㅜㅜ,확 늙는 시기가 있나요?
사춘기님께서 골다공증 좋아졌다고 해서 저도 1년만에 재검 했더니 하개도 안좋아졌어요 나빠지지 않은걱 다행이라 생각해야 될렩ㄱ 슬퍼요 슬퍼 ,골다공증
하다하다 발까지 말썽이네요..ㅜㅜ얼마전 부터아침에 침대에서 내려와 첫발을 디딛는데양쪽발에 다 압통이 확 느껴져이건 또 뭐지 했더니족저근막염 이라는 병이라네요..병원가서 충격파 치료 두번 째 받았는데별 차도가 없는 듯..의사는 뭐 금방 낫는다고 하는데검색해 보니 고질 병 같기도 하고..작년 11월 부터 갱년기가 시작되었는데일년두 안돼세상 병들 다 겪어 보는거 같아요머리부터 발끝까지..한가지 고쳐놓아 살만한 듯 하면 또 다른데가고장나고..다 노화로 인한 질병인 듯 하여씁쓸 하네욤ㅜ,족저근막염 치료해 보신분 계실까요?
"요즘은 아프면 낫질 않네요  ㅠㅠ  몇일전 장염걸려서 하루종일 울렁거려 죽겠더니,   이제는 배가 아파요==  화장실은 안가고 복통만계속;;  장염때문인가 싶은데... 울렁거리기만하고 화장실도 안가고 배만아픈거면 다른거에 문제가 있나 싶기도하네용",요즘은 아프면
전 잠이 잘 안오네요 ㅠ,다들 밤에 잘 주무세요?
"1. 오후에 백화점 막 도착하고 백팩 들었더니 가벼운게 지갑이 없네요~~1시간 전쯤 갔던 셀프 주유소?셀프 기계 위에 지갑 얹으면서 주유후 지갑은 꼭 가져가라고 속으로 두번쯤 되뇌었었는데 헐.머리 속이 하얘지면서 간신히 영수증(깔고 앉아 있었음)을 찾았는데 손이 부들 떨려 누가 전화좀 걸어줬으면 좋겠는데... 곁에 아무도 없는 관계로 주유소 연락하니, 거기 있다고 오늘이나 내일 와서 가져가라함 ㅠ 2. 식당에서 밥먹는데 청소년 커플이 날 부르네요 셀프 주문기계에 제 신용카드가 꼽힌채로 자기들 주문이 완료되었다고... 저도 모르게 '미안해요'가 튀어나왔는데 사과할 상황 맞나 헷갈렸음. 남학생이 간지나게 자기 폰으로 금방 입금시켜 주는데도 나는 여전히 어안이 벙벙 ㅠ지갑 찾고 나서 귀가 중 아파트 입구에서 모르는 초딩 남학생이 ""안녕하세요"" 깍듯이 인사하네요... 내 정신상태는 안녕한가, 나는 과연 인사 받을만한 어른인가,... 3. 이건 꼭 우갱에 올리자 그러고 있는데 또 내 방에 폰이 없어요ㅠ(찾았으니 지금 글올리겠죠 휴...) <셀프 ○○> 주의합시다?!",흔한 건망증 (지겨움 주의)
제가 목이 짧은편이 아닌데 옷을 입으면 목이 짧아보이네요. 실재로 목이 짧아졌나봐요,나이들수록 목도 짧아지나봐요
몸이 아픈후강년기도 겹쳐서인지새벽에 일어나면 꼬박 새우네요수면제를 약국에서 살수있나요?아님 처방을 받아야하나요?,잠못잘때
폐경후  가려움증이 생기면 산부인과랑  비뇨기과중  어디로 가야되는건지요..... 비뇨기관 안가봐서...선뜻  들어가긴 어렵긴 할거 같구요...,산부인과  or  비뇨기과  
"해 보신 분들 좀 알려 주세요?그리고, 비용은 얼마나 드나요?꼭 알려 주세요~~",폐경기 검사는 어떻게 하는지 궁금해요?
,[공유] 수면시간이 충분하지 않으면 살찔 수 있다.
근시여서 안경끼고 사는 사람인데요 안경 꼈다 벗었다 넘 불편하고 힘드네요. ㅠ  벗으면 잘 보여요. 가까운데가  그런데 쓰면...... 넘 안보이는 거죠. 점점 심해지고 있어요.  다촛점 해야 하는 걸까요? ,근시 노안 ㅠ 
전 4년 전 빈혈로 쓰러져 119구급대 도움으로병원으로 실려갔는데 자궁에 물혹 때문이었어요. 복강경 수술 후 괜찮아 지나 싶었는데작년부터 불면증이 생겨서 한의원 갔다가갱년기증상이라는 말을 처음 들었어요. 어찌나 황당하던지. 근데 불면증 중상은 진짜 이상해요. 수면에 좋다는 건 수면제만 빼고 다 해봤거든요. 안 없어지더라구요.그런데 올 초에 갑자기 좋아져서저녁에 커피 마셔도 잠이 잘 왔어요. 다시 6월부터 또 불면증 시작이네요. 날씨도 더우니 여름에 더 심해졌어요. 은퇴해야겠다는 생각이 들면서요즘엔 제주도 1년살러 갈 생각만 하고 있답니다. 우갱님들은 어떠신가요?시간이 지나면 불면증 좋아지나요?불면증 말고 다른 증세들도시간이 해결해줄까요?,언제 처음 갱년기 아닐까 생각하셨나요
  갱년기가 다시 오는지  또 우울해 지네요 갑자기 짜증이 확 나고 열이 오르네요.  발이 유난히 뜨거워지고    추적 추적 가을비는 내리고 ~~   그냥 맥주 한잔하고 자야겠어요  우갱님들 행복한 밤 보내요 ,가을비 오는 밤
,갱년기 증상중 두통
네달동안 생리를 하지 않았는데 폐경기 검사를 받으러 가야하나요?주변에 다이어트프로그램 중 디톡스하는데 알약만 먹고 7키로그램이 빠지는데 돈이 몇백만원 드는데 하고 싶은데 이건 검증된 건지 아시는 분 계셔요?,폐경기...
"아직까지 생리는 차곡차곡 잘 하고 있어요.차라리 40대엔 2~3일씩 늦어지던게 이젠 따박따박 4주 잘도 지켜요.그러다 가끔 엇박이 나기도 하지만요;;근데 궁금한건 그게 아니고요즘 밤 늦게 급 배고픔을 느껴 머라도 먹고싶은 맘이 마구마구 드는데 갱년기 증세에 이런것도 있나요?엄마 갱년기는 제가 어릴때 지나가서 기억도 안나고(하도 오래전이라 엄마도 기억 안난대요 ㅡ.ㅡ) 올케언니는 멀리 살아서 그냥 지났고언니도 아직 갱년기가 안온듯 싶고친구들도 증상 오는 친구가 없어서 물을데가 없어요.기본적이고 대중적인 증상인 급격한 체온변화, 식은땀, 얼굴홍조 등은 알겠는데 허기도 있는 증세일까요?",허기
나두 자고 싶다요ㅡㅠ,잠않오는밤이 아닌 이새벽ㅡㅠ
해결하셨어요? 힘들거나 피곤하거나 하면 오는  증상중 오줌소태라고 하나 그런증상은 있었는데  나이먹으니 밑이 빠지는 증상도 같이 오네요.  임신했을땐 그러려니 했는데 평상시에 그러니 밑이 무겁고 걸어다니기 불편하고 그러네요.  어떻게 대처해야 하나 궁금합니다.,밑빠지는 증상 어떻게...
주말에두 6시면 눈이 떠질까요?평일에야 아이 학교가느라 아침 준비에 그렇다치지만 주말엔 누가 뭐라 하는 사람 없으니 늦잠자도 되는데....뒤척거리다 핸펀으로 여기저기 둘러보구 안되겠다 싶어 일어나네요.,아~~~왜ㅠㅠ
6월에 이사하느라 스트레스 받아서인지생리가 왔는데 질 안에 고여있는데 묻어나질 않고 소변볼때 한두방울 떨어지는 정도로 일주일있다 끝나고 이주있다 생리 제대로 터졌네요그렇게 두번 하고 팔월말일 또 터졌는데 이번에도 안에서 고여있는듯 한데 소변보면 조금흐르고 씻다봄 질안에서 묻어나고.. 생리대는 깨끗해요ㅜㅜ이거 폐경 예고일까요?부인과 가봐야 하는데 아직 자궁경부암 검진도 안받은터라 생리 끝나고 자궁경부암 검진도 받을겸해서 다녀 오려는데혹시 저처럼 같은 증상 있으셨던 분 계실까요?일년에 한번씩 자궁암검사 받으야하는데매번 신경안쓰다 국가검진 나오면받게되다보니 괜시리 무섭네요ㅡㅡ,생리를  하는데..
한약 먹을땐 괜찮다고 해야하는지 ..넘 더워서 첨에잠이드는건 괜찮았는데 중간이 수시로 깨긴 했는데 이걸 한약 발인지 뭔지...ㅎㅎ약 한달치 다 먹응게 잠들기 또 힘든거예요 ㅜ.ㅜ 여름엔 정말 힘들었는데 저녁에 선선한데도 잠들기 가 힘드네요~ 혹시불면증을 어떻게 대처하는지 알고싶어서 ~~ 저도 요즘은 운동도 못하구..좀 걸음 발바닥아프고 무릎도 왼쪽이 선선해지니욱씬 욱신 하네요저도 갱년기 전조 증상인것 같은데 관절이 아픈거.불면증같은게 젤오 힘들어요;;,불면증 좋아 지신분 있으신가요~
.미리감사드립니다,폐경 언제들 하셨나요? 오랫동안 나오다 안니오다 하나요?)냉무)
넘열나고 땀이 줄즐흐르고ᆢ3개워넘게 오지않아서ᆢ산부인과가서 혈액검사 했는데ᆢ오늘결과나왔는데ᆢ폐경이라고ᆢㅠ이렇게갑자기 빨리가다니ᆢ뭔가 휑하니 서운하네요~이제 부턴어떡해야되나요?홀몬약은 처방받아 왔는데 가슴에혹이 많아 ᆢㅠ아직안먹고미루고있어요~홀몬제안먹음폭삭늙을까요?그리구 ~~저방금 모카등급됐네요~♡,오늘 혈액검사 결과 나왔네요ᆢㅠ
 나이가 들었긴 들은모양이에여 피부에 점이 생기고비립종.. 쥐젖같은 것두생기구어릴적 울아빠 목 가슴 부위에 몬가 매달려있길래 물어보니쥐젖이라고했던 기억이.. 유전인가바여.. 벌써 내나이가 그때 아빠나이가 되었으니.. 아빤 늙음을 올곧게 받아들이시구 저는 늙음을 감추려고 몸부림치겠죠 ㅎㅎ 눈도 침침.. 기억력도 점점 감퇴.. 무기력..본능에 점점 충실해지는 몸뚱아리..를어찌할까여?ㅎㅎ  ,노화?
며칠전에 도서관에 가서6시간을 공부할게 있어서 하고있는데눈이. 침침해서 안보여서공부를 할수가 없었어요지금도 이글을 쓰면서도눈이 넘 침침하네요고1때부터 눈이 나빠서안경을 썼고그동안은 폰도 많이보고해서 그런지그리고 스트래스 마니 받으니더. 눈이 안보여요노안의 증세 인걸까요?68년생인데. 이렇게 눈이 갈 수가있는가요?너무 속상해서요 ㅠㅠ혹시 저같은분있으신가요?,눈이 침침해요ㅠㅠ
전부터 탈모에 대해서 많이 올라 오던데 눈팅만 하다  도움이 되셨음 하고요  참고로 저는 천연제품을 만드는 사람 입니다.  어성초 20g. 자소엽10g. 녹차잎10g. 30도 담금주1L. 기준 용량 입니다   백일동안  우려낸후  걸러내시고  샴푸후 물기가있는 상태에서 두피에 뿌리고  문질러 주세요 두피에 스며 들도록  그런후 꼭 드라이로 말려주세요   두피가 강화되서 탈모와 발모에 도움이 될거에요  ,탈모에 도움이 되고자 올려봅니다
머리 감을때와머리 다 마르고 정돈한때손을 넣으면 한 움큼씩손 넣을때마다놀랄정도로 마니 나오네요머리카락 변기에 넣었더니영감이 변기 막힌다고 할 정도에요어깨에 다일 정도 길인데더 짧게 자를까 고민도 되구요머리 당겨서 묶으면모근 약해진다고 풀어 있네요저 진짜 이러다가 울 영감처럼빛나리 되는거 아닌지 걱정돼요어젠 영감 귀지 파 주다가 머리 한번더 봤는데...갑자기 애잖한 마음이 드는지나도 머리카락 이거 빠져서 고민인데저리 훌러덩인채로 오랜세월을 ㅠㅠ검정콩 검정깨 먹으면 나아질려나요샴퓨는 어떤걸로 바꾸어야 효과가 있는지복잡하네요,3주전부터 갑자기 머리카락이 마니 빠져요
지난밤에 배가 아파서 밤새 뒤척이다 뜬눈으로 밤을 새웠네요 그동안 눈만 감았다 하면 잘 잤는데 이렇게 밤을 새우고 나니 잠잘잔다는게 얼마나 고마운지 다시 한번 생각해봅니다 평범한 하루하루의 일상이 얼마나 고맙고 감사한일인지요 오늘 하루는 또 설레는 마음으로 시작해봅니다    ,잠
,온몸에 기운이 없네요 ㅠ
3년 전에 대장용종 하나 떼고 요번에 또 위랑 대장 같이 했는데 약간의 만성위염이랑 작은 용종 두개...ㅜㅜ근데 물약 마시면서 혈이 살짝 비치다가 내시경 한 뒤로는 조금 더~ 이달에 생리 했어서 일시적인가 했더니 결국 생리를 하네요.생리를 이달 8일에 했는데 20일만에 이케 할수 있는건가요? ,어제 대장내시경 했어요.
