content,title
가기 싫어요. ㅎㅎㅎ 일이 힘든것도 아니구요.. 아이들 학교 끝나고 학원갔다 오는.. 딱 3시간만 하는데도 가기 싫어요. 남편한테 얘기 했더니 자기는 어떻겠냐고.. 웃으면서. 하기 싫음 때려치우라는데... 직장생활 18년차 앞에서 주름잡았네요... 아우...이런 날씨엔 놀러를 가야하는데 말이죠.. 아침에 일어나면 보이는 베란다 하늘 같이봐요..우갱님들 남은 하루 잘보내시구요.. 다녀오겠습니다,알바 2일차인데...
블럭방 경영하고 있는데 경기가 좋지 않아 이 궁리 저 궁리 하다가 아이들이 요리를 좋아해서 애들과 이것 저것 해본 경험으로 쿠키굽기 특강 해보기로 했어요.오늘 첫수업이 있는 날인데 떨려요. ㅠ잘 해서 아이들도 좋아하고 입소문이 손님을 불러 모아주었으면 좋겠네요. 나에게 화이팅!외쳐봅니다. ^^,첫수업
 조용한 동네고 사람들 많이 다니지 않지만..혼자 음악틀어놓고  지키고있을거 같지만 용기내어 오픈해보렵니다..잘할수있을고라고..용기주세요~~,조그마한평수에 커피숍 오픈해요~~^^
딸2살때부터 9년일했습니다. 다른데로 이직할려고 하는데 기존일하던 데서는 그만둔다해도 자꾸 저를 잡고 못그만두게하니  정말 난감하네요.. 3달전부터 마음이 떠서 일도 잘안되고 자신감도 안생기고 너무 어려워요 기존일하던곳은 초창기멤버라 제가 계속 의리때문에일했는데 스카웃 제의 온 곳은 학자금도 그렇고 여러가지로 조건은 좋더라구요. 똑같은 일인데 의리고뭐고 옮기는 게 나을까요? 45인데 고민하다 하루하루 시간만 갑니다 저쪽서도 얼른정리하고 오기를 바라고 .. 정말어렵습니다,그만둬야될까요 ..
직장이 원래 일주일 당직하면 그 담주  화수가 쉬는날인데 이번 추석 전주가 제 당직이에요. 근데 추석연휴있으니 따로 휴일을 안준데요. 추석연휴 첫날인 일욜도 근무하구요. 넘 불합리한거 같은데 중간관리자가 자기 당직 아니라 그런지 오너한테 말을 안해주네요. 추석상여금받구 그만둔다 할까봐요. 딸이 고2인데 석식도 안나와서 맨날 대충 음식 사먹고하는데 이김에 그만두고  1년동안 요가나 다니고 취미생활이나 즐겁게 하면서 딸 도시락갖다주고 그럴까 생각중이에요. 근데 급여가 안들어옴... 심적으로 아무래도 쪼이긴 하겠죠?^^;; 남편은  맨날 그만두라구는 하는데 ㅎㅎ,1년만 일을 그만두고 쉬어볼까 싶어요..
"             지난주 벡스코에서 박람회가 있었습니다:   3일동안 열렸어요: 첫날 사진몇장 올립니다   생화를 특수가공처리하여 3년이상 시들지않는 프리저브드플라워입니다.드라이플라워와는 다른 생화의 질감,색감을 간직한 꽃예요..   인테리어 소품.액자.악세서리등을 활용할수 있는 꽃입니다      취미로도,제2의 직업/부업으로 좋은 일예요..   주말 잘보내세요^^  ",꽃과 사람 전시회 잘 마췄습니다:
"4시간 낮에 객실 청소하는건데최저시급보다 몇백원 높아요 금액은 얼마안되지만 애들 보내고 낮시간에 일하고 오는건데요 주5일근무문제는 토,일 근무가 필수라는건데 이제 애들도 다커서 놀러가지도 않고...명절에 시댁 내려가는거도 문제긴 한데체력적으로 많이 힘들까요???일주일도 못하고 나올까봐 시도를 못하겠네요주위 아줌마들이 다 일나가고 집에만있는것도 하루이틀이고 운동한다고 돌아다녀봐도 한두시간!할수있는 일도 자격증도 없고 자존감이 너무 떨어지고 우울해요 일하고 싶네요청소알바  많이 힘든가요?집안청소랑 많이 다른가요?",호텔 객실 청소 알바 힘든가요?
가게를 하면서 손님인데 친하게 언니동생하게된 인연이 있어요 음식을잘해서 열무김치에 이것저것갖다주고 저도 빈통주기미안해서 이거저거챙겨주고지냇지요 나이가8살정도 많지만 보수적이지도 않고 세대차이도못느끼고해서 술도한잔씩하고 가식적인면도 서로없으니 터노코 잘지냈어요  거의 외상으로 옷은 갖다입었지만  그것도 신경쓰이지않았구요 근데 전에도 이런일이 있었는데요 전화도안받고 문자도 씹고 한달동안 연락이 안되는겁니다  보통부재중전화나문자오면 연락해주지않아요?  사람과 사람의 기본 매너아닌가싶어요  첨엔 걱정엄청했었는데 이젠 연락하고싶지않네요   ,만남의 기본 매너
공감하시나요?~ㅎ,7대 불가사의
전업주부로만 오래살다가 (형편이 좋아 그랬던건 아니고 아이키우고 딱히 가진기술도 능력도 없고  해서요..^^;;)이제  아이도 크고  시댁눈치 남편눈치  괜시리  바늘방석인듯하여  뭐라도 해보려하는데..참  용기가 안나네요나이 이제 곧 50   할수있는일도 한정되있고  요즘은 식당서빙도  젊은사람만 쓰더군요우유부단하고 결단력 없는 성격이라  매일  고민만 하며 시간을 보내고 있네요요양보호사 자격증 공부라도 해볼까 하는데   주위에선  힘들어서 못할거라고...그 소릴 들으니 또 주저앉고...직업특성상  점심 저녁을 집에서 먹는 남편에   사실 집안일만 해도  하루가 피곤하지만...이나이에  취미생활이나 하고살면 좋으련만..일자리를 찾아봐야하는 현실이 슬프네요누가뭐라하는 사람은 없는데 왜이리 불안할까요.;,무슨일을 해야할까요..
"너무 간단한데요 ㅎ사람 어디서 어떻게 만날 지 모르니착하게 살아야죠.오늘 업체를 방문 했는데,우리 회사가 잘 보여야 하는 키맨을 처음 만나는 자리라나름 긴장하고 갔어요.그런데 그 키맨이라는 분이제가 10년 전 일로 잠깐 알던 분이었어요.너무 반가운 분위기 타고 저녁식사까지 함께 하며 자연스럽게 우리 회사가 원하는대로 최선을 다하겠다는답을 얻어냈고,우리 땡이사 신나고~~♬사람 인연 참 신기합니다.오늘도 내일도 내 앞에 나타나신 분께 최선을 다해야겠어요~^^ ",착하게 살아야 하는 이유
아파트  안에 있는 어린이집 밥해주는 선생님을 구하신다해서  내일 찾아뵙기로했습니다 하루 세시간 최저임금  평일만 하구요  용돈번다생각하고 할까하는데  한번도 안해본거라  걱정되네요  혹시 경험있으신분 조언 부탁드립니다,어린이집  알바
2시 출근인데 가기 싫어서 아직까지 이러고 있어요.작년까지 저희 집에서 아이들 그룹과외했었어요.건강에 문제가 생겨서 수술하면서 그만두고 남편과 주말부부도 청산하고 남편 직장 그나마 가까운 곳으로 이사왔어요.다행히 큰 병 아니라 한숨 놓았어요.처음에는 쉬는 게 너무 좋더니 어느날부턴가 하루가 무료하더라구요.아이나 남편이나 늦게 오니 혼자 하루를 보내기도 하고 애도 고딩이니 다 커서 손 갈 것도 별로 없어요.친구 만나서 브런치 먹고 쇼핑하는 것도 하루이틀이지 진짜 의미 없구요.못 벌어도 250 이상 들어오던 수입이 없어지니 그것도 너무 아쉬웠어요.잘 벌 때는 500 넘게도 벌었었거든요.그런데 내 일이니 책임감때문에 주말도 없이 보강하고 평일에도 12시 넘게까지 수업하기도 해서 너무 힘들었어요.그래서 여러 이유로 내 일을 다시 시작하지 않고 같은 아파트 단지 내 공부방 채점겸 관리 비슷한 알바를 하게 됐어요.내 책임감이 아닌 건 좋은데 여러가지로 맞지 않네요.원래 주4일 하루 5시간 근무인데 갑자기 며칠 전에 오늘부터 4시간 하라고 당일통보 하는 거예요.주마다 학생들 새 교재가 나오면 교재 꽂는 책꽂이에 각 학생마다 정해진 자리가 있어서 거기에 꽂아두면 되요.그것도 제 일인데 저는 책들을 책꽂이 층별로 분류한 후에 꽂거든요.그랬더니 원장샘이 그냥 가져다가 꽂지 왜 분류를 하냐고 그게 더 느리다고 하는 거예요.잠시후 다른 채점 알바샘도 똑같은 얘기를 하길래 둘이 저 몰래 무슨 얘기를 했나 싶으니 기분이 좋지는 않더라구요.왜 일 하는 방법까지 참견을 할까요?그 외에도 일이 많았는데 저는 내색하지 않고 해왔어요.그리고 무엇보다도 아이들 가르치는 마인드가 저와 너무 맞지 않아서 힘들어요.애들이 내는 교육비만큼만 가르치면 된다고 자세한 설명도 못 하게 하고 욕심 내지 말라는데 정말 해줘야할 개념 설명 대충하고 자기주도학습이라는 그럴듯한 포장으로 애들이 대충 읽고 찍는 데도 진도는 계속 나가요.아이들이 오면 개별로 자기 교재 풀고 채점하고 고치고 검사 맡고 가는 거거든요.저학년이야 그렇다치지만 정말 중요한 시기인 초등 고학년 애들부터는 그렇게 대충 가르치면 안 되는 거잖아요.애들 보니 알아야할 것들도 몰라요.는 아이들도 끌어올리지를 않으니 더 발전이 없구요.엎어져 자는 애들에 한 30분에서 길어야 한 시간 하는 수업도 하기 싫다고 눕고 엎드리고 땡깡 피고 우는 아이들 저는 여기서 처음 봤어요.그래도 달래고 받아줘요.학생들 떨어져나갈까 무서워서 그러는 거 같은데 저도 학부모이지만 애들 비위나 맞춰달라고 공부방 보내지 않거든요.아이들은 선생님 널널하고 아이들이 많으니 좋겠지만 아이들 실력은 어떻게 되나요?전염병 걸린 애도 쉬쉬하고 오게 하고 저는 이제는 이해를 못 하겠어요.나눗셈이 계속 안 되는 아이가 있길래 보니 구구단이 안 돼있더라구요.그러면 빨리 구구단도 다시 시켜야하는데 내버려둬요.그러니 아이가 거의 한 달을 나눗셈을 해도 늘지가 않아요.중등이나 초등 고학년은 저에게 맡기지도 않지만 어쩌다 맡아보면 아이들이 걱정될 정도로 기초가 안돼있어요.그 아이들 학년 올라갈수록 더 힘들어질텐데 보고 있으면 답답해요.설명 자세히 하지도 말래서 꼭 필요한 설명만 해도 설명을 듣지 않는데 익숙해진 아이들은 안 듣고 흘려요.이제 50이라 다시 일을 시작하기 힘들 거 같아서 알바한건데 다시 내 일을 시작해도 될까요?보람이 없어요.,알바 그만두고 내 일 시작해도 될지 고민스러워요.
아침부터 비가 와서 그런지 생각이 많아지는 날이네요. 오늘은 제가 일하는 곳을 보여드리려고요^^ 전 임상병리사랍니다. 병원에서 혈액을 뽑고 검사를 하는 그런일을 하고 있어요. 젊을때는 규모도 크고 직원도 많은 그런곳에서 일을 하다가 한동안 일하는게 지겨워 쉬었다가  막내가 두돌이 되면서 부터 일을 다시 시작했어요.  당직이 없어야 하고 주말에 근무가 없어야 하는 그런곳을 찾아서 취직을 하게 되었답니다. 새로 오픈한 정신요양병원이었지요.  저 혼자 일하고 어느 누구의 간섭도 없는 그런곳에 운좋게 들어오게되었답니다. 월급은 많지 않지만 스트레스도 없고 사람들이 좋아 다니다 보니 벌써 7년이나 되었네요^^ 가끔 매일 같은 일상속에서 벗어나고 싶을때도 있지만 주말에 남편 아이들과 복작거리다가  월요일 출근해서 커피한잔 할때면 이곳이 오히려 나에겐 쉼터구나 하는 생각이 들때도 있네요 이제 46 언제까지 일을 할지 모르겠지만 이곳이 제 인생에 큰 자리를 차지하는 곳임은 분명한것 같아요   그런데 단점은 ......밥이 너무 맛이 없어요. 아~~ 오늘은 또 어떤 메뉴로 절 실망시킬까요?        ,비도 오고 해서요.
태풍도 무사히 지나갔고 예쁜 때깔 내려고 잎따주다보니 요런 사과도 달려있네요ㅋㅋㅋ오빠가 니궁뎅이다😂아니다 오빠꺼다~~같은일 반복하다보면 지루한데 웃다보니 시간이 후딱가네요^^아직 서툰 착한농부님 적과할때 따기 아까워 달아놨던 것들이 줄맞춰 나란히~나란히~#홍로 #선물용사과 #백담골사과농원 #꿀사과 ,누구 궁뎅이??
    ,퇴근이 하고  싶은직원  ㅋㅋ
집앞 편의점오전타임 자리가 있어서문의를 하니 저녁타임밤10시까지 자리가 있는데고민됩니다눈도 침침해서현재 고도근시거든요편의점에는 작은 글씨들가까이 얼굴 들이밀어야 보이는데다른건 괜찮은데편의점 알바는 처음이라제가 할수 있을까요?얼집은 가지 말라하네요전 일지 쓰고 뭐 만들고그런건 잘 못하지만애들보육하고 학모상담은 잘하거든요애들하고 상호작용도 조금 하구요ㅋ영감탱이가 시러하는 일 해서또 싸움의 불씨가 될까봐얼집은 제외 시키고 알아보는데낼모레 오십이라는 나이와히메가리 없는 저질체력땜에일이 겁이 납니다근데 집에서 하루종일 영감이랑있는것도 시르네요ㅋ안경을 다시 맞출려고 해도 비용도그렇고 이젠 눈이 약해져서 더 쎈건ㅜㅜ심란합니다,편의점 알바라도 할까요?
         ,산골의 여름.
 울 ㅇ이사가 아무래도 갱년기 같아요.요즘 바이오리듬이 뚝 떨어져서사사건건 예민하게 시비를 거니스트레스 지수가 만땅입니다.집에서 암소리 못하고밖에 나와 푸는게 분명해요!!아후 들이받아 말아~~,남자갱년기
"일전에 제가 박람회한다고 글올린적 있을거예요. 원래 참석을 안하기로 했는데..급하게 어쩌다~하게되었네요.   8월말이니 뒤늦게 휴가가는분들 계시니.. 함께할 선생님들이 못오시고~  지금 두세명정도 시간대별루 가능하시다는데.. 저혼자 하게생겼네요.ㅠㅠ다음달~ 수강생분 일본연수도 준비해야하고 누가보면 큰돈버는거처럼 보일거같아요.ㅠㅠ그런거라면 힘들어도 하죠.ㅎㅎ   준비,신경쓰는것도 글쿠..일본선생님도 일본에서 전날오셔서~ 세팅하는거 도와주신다는데.. 공항픽업도 가야하고 호텔예약도 벡스코앞 호텔로해놓고~ 주말이라도 쉬는게 아녀요.신경쓸일이 하두가지 아니니..  애들도 봐야하는데..항상 미안하기만하고~정말 때려치고 싶다~라는 생각을 요즘들어 몇번했어요. 세상 쉬운일 없죠..이제 불혹지나니 뼈져리게 느끼네요. 부모님기대는 이제 하면안되잖아요.  하도 답답해서 타로 얼마전 봤거든요사람의 상처.배신등..딱나오더라고요. 제가 일시작하면서~~ 사람들의 믿음이 없어졌어요.  .저보고 퀸오브플라워 될거라고.ㅎㅎ 지금 새로 기획하는일 잘될거고~ 2번째 책도 출간할거고~머~희망적인 메세지만주는데..  며칠지나면 다잊어버리잖아요.머든 맘먹기나름인데... 그래도 기분이그래요.   닉넴도 바꾼이유가 다시 으샤으샤 하자라는의미로.ㅎㅎ 긴넋두리 하고 갑니다.ㅠㅠ ",역시 내일 아니면~ 관심없어요..
조사 알바가   3개월 하고  수입이 괜찮아서  신청했는데  됐으면  하다가 운전을 할걸 생각하니 걱정 되네요  그냥 집근처 왔다갔다 했거든요  제 차로.... 멀리까지  가던데   신청을 많이해서  경험자들이  다른 알바라도 구해봐야되나 어쩌나 하고 있습니다 헬스라도 가자~~,알바  합격 기다리는중
6개월전까진보육교사 일을 했어요그전에는 신협에 근무를 했네요또 그전에는 구청에 있었구요다시 말하면전문적인 기술이 없다는거죠음...이제부터 실업급여도 끝났고직장을 다녀야용돈도 쓰고또 아들 대학 갈돈도모아놔야 되는데이나이에 제가 할수 있는게있을지그렇다고 체력도 저질이라서다리도.팔도 약해서리어린이집 근무가 좋긴한데그 일지 쓰는게 ㅜㅜ그리고 요즘 하도 얼집들이 뉴스1순위라서애만 보면 다시 하고 싶은데이젠 체력이 안 따라 줄것 같네요담주 한주는 쉬고그담주 부터 찾아보러 다녀야겠는데막막하네요나이도...체력도...근데 직장은 다니고 싶어요밥 안 차려줘도 되자나요ㅋ,어떤일들을 하시나요?
큰애 군대가고 작은애 대학생이고직은아이도 내년쯤 공익보내야할거같은데요제가 전업주부다 보니 할일이 없어 오전엔 운동다녀오구 오후엔 이것 저것 배우러 다니다가 더워서 쉬고있어요배우면서 이것 저것 자격증도 땄는데일을 안하니 그냥 내만족이네요베이비시터 자격증도 무료라 배워서 취득했는데지금 이나이에 아이 돌보는일이 가능할까요??얼마전 6개월 남자아이 안아보다가 팔 어깨 엄청 아프던데 무료하게 있느니 알바를 해볼까 하는데혹시 베이비시터 하시는분 있나요?,베이비시터
"혹시 알바나 직장다니는 분들...다녀보신분들...다닐 예정이신분들...직장 동료가 미울땐 어쩌죠??사사건건...쌔~~하고..한살,많은 사람..6살 어린 사람인데..이것들이 편먹고 사바사바..뭔가 느낌만 있고....자꾸 거슬려요..스트레스 받지말고 개무시하며 다녀야겠죠??신경쓰면...저만 아프고 병나겠죠??답은 아는데 기분 나빠서 밥하기 싫고ㅡ그바람에  나가 사먹을려고해요..열받아서.ㅜㅜ",직장동료미울때
좀전에 손님이 왔어요 딱봐도 통통77 고객님요   지금쎄일을 해서 이옷저옷가격을 많이 물어보시더라구요 ~  저희집은 거의66 기준으로  미시옷이대부분이라 싸이즈가 좋거든요~  고르신옷이 싸이즈가 넉넉햇서77 까지 이쁘게 맞는 옷이엿는데 입어바도되냐구 물으셔서 입어보시라고했어요  그옆에 지인분도 이쁘다구햇고 제가보기에도 싸이즈가 맞아서 괜찮다구햇는데 ㅋ 자꾸 뚱뚱해보이는거같다구 하는거예요 ;;;;  울집거울이 반싸이즈는 작게보이는거울인뎅~ 지인분이 아니라구 뒤도이뿌다구하는데 자꾸 저보구 뚱뚱해보이지않냐구대답을 강요하시는거예요  제가 도저히 날씬해보인다는말은 차마할수가없더라구요  이옷자체가 뚱뚱해보이는 옷은 아녜요 라고 ....  말하고는  (속으로)본인이 뚱뚱한지 통통한지 날씬한지는 젤 잘아실텐데;;;; 통통77 이 날씬77로만 보여도 성공인거 아닐까요 ?  77이신데 55 처럼 보일수는 없답니다  라고 속으로 대답했네요~~~~  에어콘 틀어놔도 덥네요 ,질문과 어려운대답
이년 가까이 다닌 일이지만 올만큼 힘든적은 없었던듯요..내가 늙었구나..실감한 하루였음다..이틀 쉬면서 체력보충 하고 담주를 또 기약해야것죠~,일 다니고 젤 힘든 날이었음요..ㅠ
